,hrp2.Deletion.Allele.Frequency_A,Prevalence,Years,hrp2.Deletion.Allele.Frequency_B,Starting Frequency,Years,hrp2.Deletion.Allele.Frequency_CD,Proportion.of.Monoinfections.Due.to.hrp2.Deleted.Strains,PCR.Prevalence
,0.094576398,60,11.41666667,0.195268525,2,11.41666667,,,
,0.095503956,60,11.5,0.200104549,2,11.5,,,
,0.096419922,60,11.58333333,0.205064897,2,11.58333333,,,
,0.097434536,60,11.66666667,0.210861174,2,11.66666667,,,
,0.098366441,60,11.75,0.216129273,2,11.75,,,
,0.099418839,60,11.83333333,0.221620384,2,11.83333333,,,
,0.100625647,60,11.91666667,0.227439859,2,11.91666667,,,
,0.101697639,60,12,0.233770464,2,12,,,
,0.103033717,60,12.08333333,0.239830231,2,12.08333333,,,
,0.103974388,60,12.16666667,0.246211603,2,12.16666667,,,
,0.105029008,60,12.25,0.251634091,2,12.25,,,
,0.106346617,60,12.33333333,0.258754464,2,12.33333333,,,
,0.107141388,60,12.41666667,0.265149576,2,12.41666667,,,
,0.108227369,60,12.5,0.272353889,2,12.5,,,
,0.109507928,60,12.58333333,0.279383208,2,12.58333333,,,
,0.110543848,60,12.66666667,0.287152854,2,12.66666667,,,
,0.111814481,60,12.75,0.293900329,2,12.75,,,
,0.113254433,60,12.83333333,0.300245716,2,12.83333333,,,
,0.114482764,60,12.91666667,0.306876827,2,12.91666667,,,
,0.115763563,60,13,0.314651501,2,13,,,
,0.117032833,60,13.08333333,0.321705577,2,13.08333333,,,
,0.118686269,60,13.16666667,0.328896728,2,13.16666667,,,
,0.120180923,60,13.25,0.335266028,2,13.25,,,
,0.121378565,60,13.33333333,0.342226673,2,13.33333333,,,
,0.122695431,60,13.41666667,0.349808784,2,13.41666667,,,
,0.123847874,60,13.5,0.358041688,2,13.5,,,
,0.125189414,60,13.58333333,0.366215104,2,13.58333333,,,
,0.126341772,60,13.66666667,0.373664901,2,13.66666667,,,
,0.127670261,60,13.75,0.382076781,2,13.75,,,
,0.128940225,60,13.83333333,0.390935008,2,13.83333333,,,
,0.130262153,60,13.91666667,0.39904074,2,13.91666667,,,
,0.131923132,60,14,0.407776806,2,14,,,
,0.133118295,60,14.08333333,0.416462241,2,14.08333333,,,
,0.13459116,60,14.16666667,0.425854808,2,14.16666667,,,
,0.135996712,60,14.25,0.43475885,2,14.25,,,
,0.13763225,60,14.33333333,0.444345587,2,14.33333333,,,
,0.139579048,60,14.41666667,0.453243526,2,14.41666667,,,
,0.141165055,60,14.5,0.462571092,2,14.5,,,
,0.14258582,60,14.58333333,0.471068697,2,14.58333333,,,
,0.143927816,60,14.66666667,0.480442437,2,14.66666667,,,
,0.144911237,60,14.75,0.489637854,2,14.75,,,
,0.146231429,60,14.83333333,0.499275156,2,14.83333333,,,
,0.147677208,60,14.91666667,0.508847716,2,14.91666667,,,
,0.14905965,60,15,0.519006614,2,15,,,
,0.150902344,60,15.08333333,0.52760898,2,15.08333333,,,
,0.15241642,60,15.16666667,0.536953602,2,15.16666667,,,
,0.153958949,60,15.25,0.546599088,2,15.25,,,
,0.155382354,60,15.33333333,0.555993132,2,15.33333333,,,
,0.156897558,60,15.41666667,0.565273009,2,15.41666667,,,
,0.158397764,60,15.5,0.574743824,2,15.5,,,
,0.160046599,60,15.58333333,0.585634624,2,15.58333333,,,
,0.161828037,60,15.66666667,0.595302274,2,15.66666667,,,
,0.163350077,60,15.75,0.60558655,2,15.75,,,
,0.164886355,60,15.83333333,0.614685574,2,15.83333333,,,
,0.166515331,60,15.91666667,0.624521013,2,15.91666667,,,
,0.168331731,60,16,0.633457901,2,16,,,
,0.169757848,60,16.08333333,0.643579977,2,16.08333333,,,
,0.171285814,60,16.16666667,0.652024689,2,16.16666667,,,
,0.172786893,60,16.25,0.66164621,2,16.25,,,
,0.174770493,60,16.33333333,0.669139567,2,16.33333333,,,
,0.176510602,60,16.41666667,0.67833988,2,16.41666667,,,
,0.17830426,60,16.5,0.68712425,2,16.5,,,
,0.180178141,60,16.58333333,0.695934205,2,16.58333333,,,
,0.182222347,60,16.66666667,0.704406657,2,16.66666667,,,
,0.18381873,60,16.75,0.713911008,2,16.75,,,
,0.185565203,60,16.83333333,0.721804758,2,16.83333333,,,
,0.187496563,60,16.91666667,0.729288726,2,16.91666667,,,
,0.188989694,60,17,0.737059762,2,17,,,
,0.190382916,60,17.08333333,0.744772281,2,17.08333333,,,
,0.19203069,60,17.16666667,0.751727961,2,17.16666667,,,
,0.193965957,60,17.25,0.759231998,2,17.25,,,
,0.195725898,60,17.33333333,0.766130229,2,17.33333333,,,
,0.198013605,60,17.41666667,0.773422384,2,17.41666667,,,
,0.199975748,60,17.5,0.780308136,2,17.5,,,
,0.201751874,60,17.58333333,0.788374867,2,17.58333333,,,
,0.204021329,60,17.66666667,0.79486835,2,17.66666667,,,
,0.206235008,60,17.75,0.801950257,2,17.75,,,
,0.208555096,60,17.83333333,0.809129227,2,17.83333333,,,
,0.210920287,60,17.91666667,0.816038444,2,17.91666667,,,
,0.213625556,60,18,0.822479015,2,18,,,
,0.216180447,60,18.08333333,0.829062032,2,18.08333333,,,
,0.21863532,60,18.16666667,0.835270729,2,18.16666667,,,
,0.220959403,60,18.25,0.840729798,2,18.25,,,
,0.222810803,60,18.33333333,0.846265044,2,18.33333333,,,
,0.22509166,60,18.41666667,0.852371914,2,18.41666667,,,
,0.22733177,60,18.5,0.857302335,2,18.5,,,
,0.22991891,60,18.58333333,0.862439678,2,18.58333333,,,
,0.232332092,60,18.66666667,0.867084447,2,18.66666667,,,
,0.23486861,60,18.75,0.871838896,2,18.75,,,
,0.237784347,60,18.83333333,0.876183815,2,18.83333333,,,
,0.240333213,60,18.91666667,0.881170581,2,18.91666667,,,
,0.24267078,60,19,0.885515566,2,19,,,
,0.24543175,60,19.08333333,0.890252822,2,19.08333333,,,
,0.247737306,60,19.16666667,0.894291092,2,19.16666667,,,
,0.250096388,60,19.25,0.898158432,2,19.25,,,
,0.252255777,60,19.33333333,0.902316954,2,19.33333333,,,
,0.254592453,60,19.41666667,0.906184398,2,19.41666667,,,
,0.256821264,60,19.5,0.909807431,2,19.5,,,
,0.259730041,60,19.58333333,0.91350875,2,19.58333333,,,
,0.262219339,60,19.66666667,0.917470228,2,19.66666667,,,
,0.265219092,60,19.75,0.921194263,2,19.75,,,
,0.267804832,60,19.83333333,0.924020032,2,19.83333333,,,
,0.270762489,60,19.91666667,0.927028257,2,19.91666667,,,
,0.27343805,60,20,0.929707537,2,20,,,
