"","hrp2.Deletion.Allele.Frequency","Proportion.of.Monoinfections.Due.to.hrp2.Deleted.Strains","PCR.Prevalence"
"459",0.295045772474295,0.179684148029424,0.364369
"460",0.274251055900737,0.164699446580078,0.381446333333333
"461",0.251935831788626,0.149680076353061,0.401293666666667
"462",0.267609716423226,0.158790396805849,0.411418666666667
"463",0.249959103213174,0.149539357416962,0.430232333333333
"464",0.208544591435078,0.11854365831768,0.451991
"465",0.196209455523234,0.110629757201784,0.466354333333333
"466",0.183172610665665,0.100078566810433,0.488756
"467",0.208262901683104,0.115746136905999,0.506761333333333
"468",0.19715080941184,0.108328356779025,0.521891666666667
"469",0.174983947094864,0.0935713823061778,0.545508666666667
"470",0.16127736696566,0.0833589033656144,0.557293
"471",0.167070326832783,0.0857250060950552,0.578337666666667
"472",0.14962915857281,0.0765625291250537,0.590127666666667
"473",0.147976271170091,0.0723439936223254,0.605445333333333
"474",0.135808634487443,0.0635834644366424,0.626520333333333
"475",0.13382400372782,0.0633820718106857,0.639923333333333
"476",0.121103551280906,0.0554090622217227,0.655446333333333
"477",0.130969716265173,0.0589826708421444,0.672604333333333
"478",0.12283634857757,0.0525012036520708,0.682644666666667
"479",0.110241239516598,0.0456765570494592,0.701096333333333
"480",0.103504859127894,0.0418520855240098,0.71325
"481",0.110691108652944,0.0429736047548726,0.729525333333333
"482",0.114222991044901,0.043074349754786,0.741733
"483",0.0984724774300755,0.0364858991640762,0.755451666666667
"484",0.105536252769879,0.0365218369275822,0.770598333333333
"485",0.100010824121364,0.0330580952095732,0.779123333333333
"486",0.099368614384215,0.0324889853932802,0.791827333333333
"487",0.09594180099775,0.0301567988818798,0.801345
"488",0.0932507770753865,0.0279611766003622,0.806833
"489",0.0945270940405572,0.0272726868735348,0.825099
"490",0.0948873383943924,0.0264380557534236,0.832953333333333
"491",0.0889343363611514,0.0226508695350932,0.841925
"492",0.0885611915667962,0.0221366031921989,0.851576
"493",0.0903611011266794,0.0220663151760971,0.857491
"494",0.0853171391556236,0.0189196830947311,0.866505
"495",0.0863071602369294,0.0191807778465247,0.871688666666667
"496",0.707590336835332,0.459148689722811,0.157702
"497",0.721364747489241,0.464771761629807,0.152983333333333
"498",0.583504952615232,0.374049385804298,0.162570333333333
"499",0.535192780012153,0.337145354924624,0.163955
"500",0.595547583223723,0.382792157372597,0.184598
"501",0.533286237133339,0.339418218887766,0.186381666666667
"502",0.594665287981847,0.385258205993091,0.204068333333333
"503",0.486751169075483,0.313323863775353,0.204397666666667
"504",0.426470261474633,0.268897640737447,0.223021666666667
"505",0.396291073405745,0.250431482388352,0.223261333333333
"506",0.489794417875881,0.311394865821519,0.250686
"507",0.396396877838497,0.248544346827721,0.252006
"508",0.495941965852007,0.31904775249753,0.273570333333333
"509",0.38484779268926,0.244795422461601,0.283820666666667
"510",0.324936209546475,0.202157037116283,0.299114
"511",0.324697595967617,0.2017602545998,0.323854666666667
"512",0.315837312029312,0.194628287463961,0.326264666666667
"513",0.305753133343363,0.190492938281207,0.349726
