"","NAME","COUNTRY_ID","GAUL_CODE","Country","PfPR_2010","ft","hrp2_concern..High...4..Moderate...3..Slight...2..Marginal...1.","Years.at.which.20..population.only.infected.with.hrp2.deletions..NA.means..20..or.NA.due.to.no.malaria.prealence."
"0","Administrative unit not available","SDN",124,"Sudan",0.0443,0.390642,4,3.70770770122185
"1","Adrar","DZA",341,NA,NA,NA,NA,NA
"2","Ain-Defla","DZA",342,NA,NA,NA,NA,NA
"3","Ain-Temouchent","DZA",343,NA,NA,NA,NA,NA
"4","Alger","DZA",344,NA,NA,NA,NA,NA
"5","Annaba","DZA",345,NA,NA,NA,NA,NA
"6","Batna","DZA",346,NA,NA,NA,NA,NA
"7","Bechar","DZA",347,NA,NA,NA,NA,NA
"8","Bejaia","DZA",348,NA,NA,NA,NA,NA
"9","Biskra","DZA",349,NA,NA,NA,NA,NA
"10","Blida","DZA",350,NA,NA,NA,NA,NA
"11","Bordj Bou Arrer","DZA",351,NA,NA,NA,NA,NA
"12","Bouira","DZA",352,NA,NA,NA,NA,NA
"13","Boumerdes","DZA",353,NA,NA,NA,NA,NA
"14","Chlef","DZA",354,NA,NA,NA,NA,NA
"15","Constantine","DZA",355,NA,NA,NA,NA,NA
"16","Djelfa","DZA",356,NA,NA,NA,NA,NA
"17","El Bayadh","DZA",357,NA,NA,NA,NA,NA
"18","El Oued","DZA",358,NA,NA,NA,NA,NA
"19","El-Tarf","DZA",359,NA,NA,NA,NA,NA
"20","Ghardaia","DZA",360,NA,NA,NA,NA,NA
"21","Guelma","DZA",361,NA,NA,NA,NA,NA
"22","Illizi","DZA",362,NA,NA,NA,NA,NA
"23","Jijel","DZA",363,NA,NA,NA,NA,NA
"24","Khenchela","DZA",364,NA,NA,NA,NA,NA
"25","Laghouat","DZA",365,NA,NA,NA,NA,NA
"26","Mascara","DZA",366,NA,NA,NA,NA,NA
"27","Medea","DZA",367,NA,NA,NA,NA,NA
"28","Mila","DZA",368,NA,NA,NA,NA,NA
"29","Mostaganem","DZA",369,NA,NA,NA,NA,NA
"30","M'Sila","DZA",370,NA,NA,NA,NA,NA
"31","Naama","DZA",371,NA,NA,NA,NA,NA
"32","Oran","DZA",372,NA,NA,NA,NA,NA
"33","Ouargla","DZA",373,NA,NA,NA,NA,NA
"34","Oum El Bouaghi","DZA",374,NA,NA,NA,NA,NA
"35","Relizane","DZA",375,NA,NA,NA,NA,NA
"36","Saida","DZA",376,NA,NA,NA,NA,NA
"37","Setif","DZA",377,NA,NA,NA,NA,NA
"38","Sidi Bel Abbes","DZA",378,NA,NA,NA,NA,NA
"39","Skikda","DZA",379,NA,NA,NA,NA,NA
"40","Souk-Ahras","DZA",380,NA,NA,NA,NA,NA
"41","Tamanrasset","DZA",381,NA,NA,NA,NA,NA
"42","Tebessa","DZA",382,NA,NA,NA,NA,NA
"43","Tindouf","DZA",383,NA,NA,NA,NA,NA
"44","Tiaret","DZA",384,NA,NA,NA,NA,NA
"45","Tipaza","DZA",385,NA,NA,NA,NA,NA
"46","Tissemsilt","DZA",386,NA,NA,NA,NA,NA
"47","Tizi Ouzou","DZA",387,NA,NA,NA,NA,NA
"48","Tlemcen","DZA",388,NA,NA,NA,NA,NA
"49","Bengo","AGO",398,"Angola",0.1244,0.407833,4,4.13945073003682
"50","Benguela","AGO",399,"Angola",0.0607,0.240248,3,7.36384987720261
"51","Bie","AGO",400,"Angola",0.069,0.323525,4,4.81770212504947
"52","Cabinda","AGO",401,"Angola",0.142,0.375383,4,5.09280170498068
"53","Cuando Cubango","AGO",402,"Angola",0.0547,0.362102,4,4.17278692209998
"54","Cuanza Sul","AGO",403,"Angola",0.1465,0.270682,3,7.73161486372341
"55","Cunene","AGO",404,"Angola",0.0661,0.361567,4,4.18065613082973
"56","Huambo","AGO",405,"Angola",0.0295,0.342347,4,4.4909548875042
"57","Huila","AGO",406,"Angola",0.1043,0.275228,3,6.36225236333616
"58","Kuanza Norte","AGO",407,"Angola",0.2015,0.330498,3,7.79588464110609
"59","Luanda","AGO",408,"Angola",0.0244,0.281223,4,5.88995701785188
"60","Lunda Norte","AGO",409,"Angola",0.1327,0.468704,4,3.64693119297172
"61","Lunda Sul","AGO",410,"Angola",0.0836,0.419702,4,3.29310540216807
"62","Malanje","AGO",411,"Angola",0.2025,0.362025,3,7.1082605888607
"63","Moxico","AGO",412,"Angola",0.0823,0.349955,4,4.36973427980582
"64","Namibe","AGO",413,"Angola",0.0479,0.201517,3,9.14392760623413
"65","Uige","AGO",414,"Angola",0.0986,0.342235,4,4.64177003257346
"66","Zaire","AGO",415,"Angola",0.2886,0.435715,3,8.4336245359132
"67","Alibori","BEN",609,"Benin",0.4993,0.364492,1,NA
"68","Atakora","BEN",610,"Benin",0.6304,0.461653,1,NA
"69","Atlantique","BEN",611,"Benin",0.1747,0.408527,4,5.42464046834198
"70","Borgou","BEN",612,"Benin",0.4132,0.461578,2,14.4302191002599
"71","Collines","BEN",613,"Benin",0.3069,0.440808,3,9.07350775135297
"72","Couffo","BEN",614,"Benin",0.2744,0.436174,3,7.94320622268601
"73","Donga","BEN",615,"Benin",0.5265,0.461653,1,NA
"74","Littoral","BEN",616,"Benin",0.0741,0.408527,4,3.447060361663
"75","Mono","BEN",617,"Benin",0.2093,0.436174,4,5.9520835341681
"76","Oueme","BEN",618,"Benin",0.1286,0.419361,4,4.08018801183203
"77","Plateau","BEN",619,"Benin",0.2455,0.419361,3,7.36072732715228
"78","Zou","BEN",620,"Benin",0.27,0.440808,3,7.73803844717663
"79","Central","BWA",654,"Botswana",0.0102,0.304621,4,5.2254425496698
"80","Chobe","BWA",655,"Botswana",0.022,0.3046,4,5.2254425496698
"81","Ghanzi","BWA",656,"Botswana",0.0233,0.348363,4,4.3936731443746
"82","Kgalagadi","BWA",657,"Botswana",3e-04,0.29992,4,5.34983946224003
"83","Kgatleng","BWA",658,"Botswana",8e-04,0.270359,3,6.26221449357577
"84","Kweneng","BWA",659,"Botswana",0.01,0.314123,4,5.00998250200497
"85","Ngamiland","BWA",660,"Botswana",0.0164,0.3046,4,5.2254425496698
"86","North East","BWA",661,"Botswana",0.005,0.214898,3,8.45668388310528
"87","South-East","BWA",662,"Botswana",0.023,0.198,3,9.33539779366385
"88","Southern","BWA",663,"Botswana",0.0164,0.454359,4,2.90699064010431
"89","Abim","UGA",743,"Uganda",0.3622,0.355542,2,14.2069292966842
"90","Amudat","UGA",744,"Uganda",0.1083,0.355542,4,4.63029321481947
"91","Amuru","UGA",745,"Uganda",0.5347,0.355542,1,NA
"92","Apac","UGA",746,"Uganda",0.5959,0.355542,1,NA
"93","Budaka","UGA",747,"Uganda",0.5676,0.470204,1,NA
"94","Bugiri","UGA",748,"Uganda",0.7224,0.4572,1,NA
"95","Buikwe","UGA",749,"Uganda",0.4081,NA,NA,NA
"96","Bukomansimbi","UGA",750,"Uganda",0.5083,0.398838,1,NA
"97","Bukwo","UGA",751,"Uganda",0.0635,0.470204,4,2.76315684314486
"98","Bulambuli","UGA",752,"Uganda",0.2765,0.470204,3,7.50929835552886
"99","Buliisa","UGA",753,"Uganda",0.4224,0.380436,2,17.5707043027356
"100","Bundibugyo","UGA",754,"Uganda",0.2308,0.380436,3,7.64224517416919
"101","Bushenyi","UGA",755,"Uganda",0.1281,0.260009,3,7.55136246427164
"102","Buyende","UGA",756,"Uganda",0.6194,0.4572,1,NA
"103","Butambala","UGA",757,"Uganda",0.3077,0.398838,3,9.96281247914286
"104","Iganga","UGA",758,"Uganda",0.7186,0.4572,1,NA
"105","Kalungu","UGA",759,"Uganda",0.4148,0.398838,2,16.2831381251394
"106","Kamuli","UGA",760,"Uganda",0.6448,0.4572,1,NA
"107","Kapchorwa","UGA",761,"Uganda",0.2148,0.470204,4,5.67604930443561
"108","Sheema","UGA",762,"Uganda",0.1316,0.260009,3,7.66029196535398
"109","Kitgum","UGA",763,"Uganda",0.3329,0.355542,2,12.4196009682537
"110","Kole","UGA",764,"Uganda",0.6258,0.355542,1,NA
"111","Kotido","UGA",765,"Uganda",0.1991,0.355542,3,7.14096106373187
"112","Kween","UGA",766,"Uganda",0.0849,0.470204,4,2.76315684314486
"113","Lamwo","UGA",767,"Uganda",0.3296,0.355542,2,12.2625569163757
"114","Luuka","UGA",768,"Uganda",0.6909,0.4572,1,NA
"115","Manafwa","UGA",769,"Uganda",0.3979,0.470204,2,13.1929576537097
"116","Masaka","UGA",770,"Uganda",0.3891,0.398838,2,14.4356951489582
"117","Masindi","UGA",771,"Uganda",0.469,0.380436,1,NA
"118","Moroto","UGA",772,"Uganda",0.1188,0.355542,4,4.84594663055968
"119","Nakapiripirit","UGA",773,"Uganda",0.1601,0.355542,4,5.93163588200255
"120","Namutumba","UGA",774,"Uganda",0.7246,0.4572,1,NA
"121","Napak","UGA",775,"Uganda",0.191,0.355542,3,6.86370068797181
"122","Nebbi","UGA",776,"Uganda",0.3394,0.425836,3,10.7982057065373
"123","Ngora","UGA",777,"Uganda",0.434,0.470204,2,15.7021940339309
"124","Buhweju","UGA",778,"Uganda",0.1049,0.260009,3,6.91767073947357
"125","Ntoroko","UGA",779,"Uganda",0.2325,0.380436,3,7.71533208371235
"126","Maracha","UGA",780,"Uganda",0.5064,0.425836,1,NA
"127","Otuke","UGA",781,"Uganda",0.4568,0.355542,1,NA
"128","Oyam","UGA",782,"Uganda",0.6296,0.355542,1,NA
"129","Pader","UGA",783,"Uganda",0.4883,0.355542,1,NA
"130","Rubirizi","UGA",784,"Uganda",0.1584,0.260009,3,8.56029933531193
"131","Sironko","UGA",785,"Uganda",0.3171,0.470204,3,8.97563676052184
"132","Soroti","UGA",786,"Uganda",0.4298,0.470204,2,15.3871431947894
"133","Zombo","UGA",787,"Uganda",0.4177,0.425836,2,15.6416464279934
"134","Bukedea","UGA",788,"Uganda",0.4151,0.470204,2,14.3316652118475
"135","Dokolo","UGA",789,"Uganda",0.4987,0.355542,1,NA
"136","Agago","UGA",790,"Uganda",0.3849,0.355542,2,15.746781887492
"137","Adamaoua","CMR",815,"Cameroon",0.2905,0.33525,3,11.0781141601889
"138","Centre","CMR",816,"Cameroon",0.2251,0.310219,3,9.32005495818582
"139","Est","CMR",817,"Cameroon",0.3792,0.376068,2,14.5325871484593
"140","Extrême - Nord","CMR",818,"Cameroon",0.206,0.447909,4,5.69453395244374
"141","Littoral","CMR",819,"Cameroon",0.177,0.417402,4,5.36258652902978
"142","Nord","CMR",820,"Cameroon",0.1979,0.423439,4,5.82586703384648
"143","Nord - Ouest","CMR",821,"Cameroon",0.2323,0.308843,3,9.6814896698354
"144","Ouest","CMR",822,"Cameroon",0.2051,0.297307,3,8.93384859553985
"145","Sud","CMR",823,"Cameroon",0.333,0.335592,2,13.1688813719323
"146","Sud - Ouest","CMR",824,"Cameroon",0.344,0.399227,3,11.6644558616392
"147","Alebtong","UGA",852,"Uganda",0.5101,0.355542,1,NA
"148","Bamingui-bangora","CAF",853,"Central African Republic",0.2293,0.506062,4,5.70881025390667
"149","Basse Kotto","CAF",854,"Central African Republic",0.5832,0.441381,1,NA
"150","Haut-mboumou","CAF",855,"Central African Republic",0.4663,0.492922,2,17.791546905085
"151","Hautte-kotto","CAF",856,"Central African Republic",0.3123,0.433082,3,9.39555196161858
"152","Kemo","CAF",857,"Central African Republic",0.4826,0.439697,1,NA
"153","Lobaye","CAF",858,"Central African Republic",0.5579,0.414681,1,NA
"154","Mambere-kadei","CAF",859,"Central African Republic",0.2962,0.431182,3,8.81825622245564
"155","Mbomou","CAF",860,"Central African Republic",0.475,0.449545,2,19.7409852127368
"156","Nana Grebizi","CAF",861,"Central African Republic",0.3133,0.383794,3,10.5799245906165
"157","Nana Mambere","CAF",862,"Central African Republic",0.266,0.400738,3,8.34799823256397
"158","Ombella-mpoko","CAF",863,"Central African Republic",0.6466,0.441003,1,NA
"159","Ouaka","CAF",864,"Central African Republic",0.4822,0.417848,1,NA
"160","Ouham","CAF",865,"Central African Republic",0.2492,0.45946,3,6.84229197995334
"161","Ouham-pende","CAF",866,"Central African Republic",0.2042,0.419792,3,6.06021526548815
"162","Sangha Mbaere","CAF",867,"Central African Republic",0.3864,0.44218,2,13.0455247842407
"163","Vakaga","CAF",868,"Central African Republic",0.1805,0.434255,4,5.19650002515883
"164","Biltine","TCD",870,"Chad",0.0456,0.38773,4,3.75571638798288
"165","Guera","TCD",873,"Chad",0.1088,0.509161,4,2.83360081138441
"166","Lac","TCD",875,"Chad",0.1074,0.179116,3,11.0294953934006
"167","Logone Occidental","TCD",876,"Chad",0.1097,0.493761,4,2.95802209271022
"168","Salamat","TCD",881,"Chad",0.1669,0.509161,4,4.10472509114793
"169","Anjouan","COM",967,NA,NA,NA,NA,NA
"170","Moheli","COM",968,NA,NA,NA,NA,NA
"171","Ngazidja","COM",969,NA,NA,NA,NA,NA
"172","Bouenza","COG",970,"Congo",0.1631,0.415857,4,5.0126327212547
"173","Cuvette","COG",971,"Congo",0.2078,0.542633,4,4.8198624023181
"174","Cuvette Ovest","COG",972,"Congo",0.2314,0.50242,4,5.80591199778633
"175","Kouilou","COG",973,"Congo",0.1563,0.368574,4,5.589861582149
"176","Lekoumou","COG",974,"Congo",0.2147,0.379847,3,7.13566467543913
"177","Likouala","COG",975,"Congo",0.4563,0.527345,2,16.3105414298515
"178","Niari","COG",976,"Congo",0.2359,0.415857,3,7.12739518777063
"179","Plateaux","COG",977,"Congo",0.1833,0.505742,4,4.50672491181915
"180","Pool","COG",978,"Congo",0.1545,0.436533,4,4.52237159768519
"181","Sangha","COG",979,"Congo",0.2718,0.509027,3,6.91269374563816
"182","Bas Sassandra","CIV",1040,"Côte d'Ivoire",0.5479,0.395742,1,NA
"183","Denguele","CIV",1041,"Côte d'Ivoire",0.5662,0.431474,1,NA
"184","Savanes","CIV",1048,"Côte d'Ivoire",0.547,0.456641,1,NA
"185","Vallee Du Bandama","CIV",1051,"Côte d'Ivoire",0.6287,0.44815,1,NA
"186","Zanzan","CIV",1053,"Côte d'Ivoire",0.5003,0.448259,1,NA
"187","Arua","UGA",1057,"Uganda",0.4455,0.425836,2,17.8009487952422
"188","Bandundu","COD",1066,"Democratic Republic of the Congo",0.391,0.384271,2,15.0264521166916
"189","Bas-Congo","COD",1067,"Democratic Republic of the Congo",0.4748,0.288937,1,NA
"190","Equateur","COD",1068,"Democratic Republic of the Congo",0.6718,0.433118,1,NA
"191","Kasai-Occidental","COD",1069,"Democratic Republic of the Congo",0.5918,0.440064,1,NA
"192","Kasai-Oriental","COD",1070,"Democratic Republic of the Congo",0.4873,0.447741,1,NA
"193","Katanga","COD",1071,"Democratic Republic of the Congo",0.4904,0.344215,1,NA
"194","Kinshasa","COD",1072,"Democratic Republic of the Congo",0.2161,0.319983,3,8.65957961188884
"195","Maniema","COD",1073,"Democratic Republic of the Congo",0.4598,0.341851,1,NA
"196","Nord-Kivu","COD",1074,"Democratic Republic of the Congo",0.1686,0.341851,3,6.43958443454353
"197","Province Orientale","COD",1075,"Democratic Republic of the Congo",0.7139,0.413854,1,NA
"198","Sud-Kivu","COD",1076,"Democratic Republic of the Congo",0.1431,0.341851,4,5.69163958712123
"199","Bududa","UGA",1080,"Uganda",0.3176,0.470204,3,9.00480921195953
"200","Buvuma","UGA",1082,"Uganda",0.5107,0.418572,1,NA
"201","Gomba","UGA",1086,"Uganda",0.4495,0.398838,2,19.1062893467096
"202","Gulu","UGA",1089,"Uganda",0.5512,0.355542,1,NA
"203","Ali Sabieh","DJI",1093,"Djibouti",4e-04,0.224339,3,8.03918228554395
"204","Dikhil","DJI",1094,"Djibouti",2e-04,0.224339,3,8.03918228554395
"205","Djibouti","DJI",1095,"Djibouti",1e-04,0.198,3,9.33539779366385
"206","Obock","DJI",1096,"Djibouti",0.0102,0.224339,3,8.03918228554395
"207","Tadjourah","DJI",1097,"Djibouti",0.0044,0.224339,3,8.03918228554395
"208","Al Bahr/al Ahmar (redsea)","EGY",1158,NA,NA,NA,NA,NA
"209","Al Buhayrah (behera)","EGY",1159,NA,NA,NA,NA,NA
